UserName,Handle,Timestamp,Text
khalid karim MRTCo RM53B LOSS,@khalidkarim,2020-08-22T08:04:03.000Z,"Malaysia needs more than a reboot...more of boots on the ass of some leaders.

This Covid crisis is just beginning ie when all the current ""support"" schemes ends & savings of the many have been depleted.

Instead we are bogged down with quarantine breakers,support letters .."
COVIDBot,@COVID19_bot,2020-08-21T21:35:02.000Z,"Total COVID-19 tests performed in Malaysia: 937,645. 9,249 cases, of those 9 today; 125 deaths, of those 0 today."
Hot Girl Sister Darkness,@SadiaSallySamas,2020-08-21T19:50:31.000Z,"Can't believe STA have collapsed, booked Fiji, Australia, New Zealand, Singapore and Vietnam with them and was planning on going to Malaysia and Thailand with their help 
 I'm DONE with COVID and 2020 "
"Dr Amarinder Singh Malhi MBBS/MD/DM,AIIMS,NEWDELHI",,2020-08-21T17:36:14.000Z,"Myth: “A mutated strain of COVID (D614G) in India/Malaysia and SE Asia is 10-times more infectious”

False alarm! No scientific reason to be afraid. This strain has circulated for months, in many countries and is NOT more infectious/lethal

Just another sensational headline. #smh"
MC,@shaylcroo,2020-08-21T17:01:31.000Z,"I just read there’s a new more infectious strain of Covid in Malaysia. My
mental
fucking
health"
Princess,@princesselviraa,2020-08-21T15:42:13.000Z,"I hope malaysia continues to do random Covid tests on high-risk industries/places, like people working at the borders, flight crew, places of worship, restaurants, markets and groceries. Cause we’re finding new clusters through these tests. #COVID19Malaysia"
Barry Chan Kong Heng,@barrychan889,2020-08-21T13:54:54.000Z,"Latest Status COVID-19 of Malaysia on August 21, 2020

Total Active Cases: 179 (New Cases: 9)

Total ICU Cases: 7 (Intubated: 4)

Total Recovered Cases: 8945 (New Recovered Cases: 13)

Total Deaths: 125 (New Deaths: 0)

Total Confirmed Cases: 9249"
Barry Chan Kong Heng,@barrychan889,2020-08-21T13:54:27.000Z,"Latest Status COVID-19 of Malaysia on August 20, 2020

Total Active Cases: 183 (New Cases: 5)

Total ICU Cases: 7 (Intubated: 4)

Total Recovered Cases: 8932 (New Recovered Cases: 7)

Total Deaths: 125 (New Deaths: 0)

Total Confirmed Cases: 9240"
Naftee,@naftee,2020-08-21T12:16:06.000Z,"Will Genting’s Hong Kong plight affect its units in Malaysia, Singapore amid the Covid-19 pandemic?- Researchers have found a statistical relationship between the number of hospital beds (ICU and non-ICU) occupied by COVID-19 patients in a state and reported mortality. ?!"
The Edge Malaysia,@theedgemalaysia,2020-08-21T09:21:04.000Z,"Flash: Malaysia reports 9 new Covid-19 cases, with emergence of new Maju cluster in KL"
Tom Villarin #Akbayan,@tomvillarin,2020-08-21T07:34:16.000Z,"Sweden, UK & Malaysia spent a lot to successfully contain Covid, thus econ contraction but recovery sure. Phils spent less,  failed to contain Covid, high econ contraction & now prolonged, unsure recovery. Is that DoF Dominguez strategy? We’re doomed

#bahalanasiBatman"
COVIDBot,@COVID19_bot,2020-08-21T06:25:03.000Z,"Total COVID-19 tests performed in Malaysia: 937,645. 9,240 cases, of those 0 today; 125 deaths, of those 0 today."
Internet visa & immigration news,@visadbio,2020-08-20T17:30:06.000Z,"#China ""Health Declaration Form"" required when arriving from Malaysia, must be issued by a Chinese Embassy or Consulate before departure. Certificate of a negative COVID-19 nucleic acid test required to enter for specific countries, must be issued at least 5 days before departure"
𝐊𝐈𝐌 Ҝ 开I,@wkdlxlin,2020-08-20T11:25:21.000Z,"in Malaysia, we already have Covid-19 virus that can spread 10x faster than the original virus.. more reason for people to take all the precautions steps seriously.. #EXO #엑소 
@weareoneEXO"
Oh Twenty20 Media,@Oht20media,2020-08-20T09:33:27.000Z,Malaysia recorded 0 local #Covid_19 case!
Oh Twenty20 Media,@Oht20media,2020-08-20T09:28:35.000Z,"UPDATES : MALAYSIA

       Total         20 Aug  19 Aug  18 Aug

Cases     9,240     5           16          7

Recover 8,932     7           23         26

Death       125     0            0           0

#COVID19Malaysia   
#CoronaVirusUpdate 
#COVID19updates
#Covid_19"
Dhiman,@Dhiman45893725,2020-08-19T16:27:25.000Z,"D614G=Malaysia detects new COVID-19 strain. All neet jee aspirant India mai bht bura hal hoga agar exam september mai conduct hua .please postpone jee neet.please save us.
@DG_NTA
@PMOIndia
@narendramodi
#PostponeJEEAndNEET
#PostponeJEEAndNEET #PostponeJEEAndNEET"
venkataprakash,@_Varun_18_,2020-08-19T15:27:16.000Z,"Now there is a spread of new virus name-D614G. This virus is more faster{10 times faster than COVID-19}. This was found that a person who had went to Malaysia from Sivagangai,tamilnadu had tested +ve. This virus was already found in Pakistan and Egypt and malaysia joins them."
Barry Chan Kong Heng,@barrychan889,2020-08-19T15:12:34.000Z,"Latest Status COVID-19 of Malaysia on August 19, 2020

Total Active Cases: 185 (New Cases: 16)

Total ICU Cases: 7 (Intubated: 3)

Total Recovered Cases: 8925 (New Recovered Cases: 23)

Total Deaths: 125 (New Deaths: 0)

Total Confirmed Cases: 9235"
dr_ahsan,@Ahsanka1,2020-08-19T14:41:20.000Z,"Myth: “A mutated strain of COVID (D614G) in India/Malaysia and SE Asia is 10-times more infectious”
False alarm! No scientific reason to be afraid. This strain has circulated for months, in many countries and is NOT more infectious/lethal

Just another sensational headline."
Rightways,@rightwaystan,2020-08-19T14:24:24.000Z,"Malaysia’s MySejahtera to trace Covid-19, a mandatory use being mulled"
Rightways,@rightwaystan,2020-08-19T13:50:17.000Z,"Malaysia's MySejahtera to trace Covid-19, a mandatory use being mulled"
Sayar,@iamSincereSayar,2020-08-19T11:29:53.000Z,"Best COVID managed nations:
New Zealand
Canada
UK
Pakistan
China 
Malaysia
Australia
Germany

Worst:
India
United States
Nepal
Indonesia
Philipines"
Ahmad Musaddiq,@thekangbae2,2020-08-19T11:23:48.000Z,Just thinking ... how many ''Imported Cases'' for other countries huh? because for Malaysia everyday there's an Imported Cases aka Malaysians coming back home and positive covid and sometimes the daily imported positive are double digit numbers . Total near 900 people as of now
Baim Alli,@BaimAlli,2020-08-19T10:57:52.000Z,"Selamat Tahun Baharu
Happy New Year 
1442H
#Muharram #muharram1442 #Covid_19 #Malaysia"
Oh Twenty20 Media,@Oht20media,2020-08-19T10:15:27.000Z,"UPDATES : MALAYSIA

       Total         19 Aug  18 Aug  17 Aug

Cases     9,235     16          7           12

Recover 8,925     23          26         17

Death       125      0           0           0

#COVID19Malaysia   
#CoronaVirusUpdate 
#COVID19updates
#Covid_19"
Priya Ranjani,@ipriyaranjani,2020-08-19T10:01:59.000Z,Actually i stopped following up with the Covid cases in Malaysia. I had hope but no more
Kenny jennie,@kennywazzaa,2020-08-19T09:14:34.000Z,"Explosion of new covid 19 cluster coming real soon to Malaysia. Main character is every stubborn Malaysian who 'I tEStEd NegaTIVe"" and didnt follow sop. Welcome back pkp."
The Edge Malaysia,@theedgemalaysia,2020-08-19T09:07:04.000Z,"Flash: Malaysia’s new Covid-19 cases rise to 16, mostly from Tawar and Sala clusters in Kedah"
Tan Seng Giaw,@Senggiaw,2020-08-19T08:50:29.000Z,"World Health Organisation is keeping an eye on the Covid-19 D614G that has been mentioned by Director of Health, Malaysia. It is many times more infectious than the current virus. We must continue with the preventive measures."
Zaen Kasturi,@ZaenKasturi,2020-08-19T08:32:31.000Z,"#RT 
@anwaribrahim
: The COVID-19 pandemic is currently ravaging the world, including us in Malaysia. We are truly appreciative of the efforts and sacrifices by our medical teams, doctors, nurses, and support staff including volunteers who are doing their utmost to manage the …"
"让我爱你 #LMLY
GOT7 | qila",@qilsseunie,2020-08-19T06:50:31.000Z,"ohh today i cried a lot.. ahahahaaa :') 

1st, because i watched a video about covid-19 survivors in Malaysia..
2nd, because i just watched #StreetDanceofChina3 ep4.. 
 i'm so touched and sad!!!"
Don 'unintentionally tweeting' Coyote,@MaisonGladys,2020-08-19T06:32:26.000Z,"It's too early to have an interim inquiry into Gov's (mis-)handling of Covid but absolutely the right time to re-arrange deckchairs on the SS PHE - to be headed by an incompetent Tory Peer, DildoHarding

Not asked by #r4today?

UK 41,369
D 9,232
Jap 1,114
S Korea 306
Malaysia 125"
Tan Seng Giaw,@Senggiaw,2020-08-19T02:40:36.000Z,"Malaysia has closed a school in Kulim, Kedah, because a small number of teacher and students are infected with Covid-19. The Director-General of Health says that his ministry uses targeted approach for testings. Education Ministry monitors preventive measures in all schools."
Jennifer Coleman,@jenniferclmn,2020-08-19T01:21:28.000Z,"Just finished a series made in Malaysia. 
@netflix
 
A romance story about a Muslim woman and a playboy who changes because of her.
30 series and FINALLY a happy ending! 
If not for Netflix...I would have lost it through this pandemic! 
#coronavirus #COVID 
#DemConvention 
@CNN"
cam !,@yourfavmulti,2020-08-19T01:02:02.000Z,"so there’s the plague in cali, AND a new strand of covid in malaysia thats 10x more infectious than the one we already got? bro whyyy"
Aldo Aldrete,@AldoAldrete,2020-08-19T00:25:54.000Z,"In Malaysia, they detect a strain of Covid-19, 10 times more infectious

 It is known as D614G and it is a strain with a high viral content, which makes it more contagious.  This variation has already been detected in other parts of the world.
Dr Aldo Aldrete PhD"
BFM89.9,@BFMradio,2020-08-18T23:04:36.000Z,"If Covid-19 cases continue to rise in Malaysia, would you accept stricter restrictions?"
David Unger,@daveunger3,2020-08-18T19:33:28.000Z,"A new deadly strain of #Covid has been discovered in Malaysia known as DG14G & the good news it's 10 times deadlier, it arrived in Malaysia from India & the Philippines and thanks to #CovidAirlines will arrive in Canada sooner than later if its not already here. Source Yahoo News"
"Dr Amarinder Singh Malhi MBBS/MD/DM,AIIMS,NEWDELHI",,2020-08-18T18:02:55.000Z,"Myth: “A mutated strain of COVID (D614G) in India/Malaysia and SE Asia is 10-times more infectious”

False alarm! No scientific reason to be afraid. This strain has circulated for months, in many countries and is NOT more infectious/lethal

Just another sensational headline. #smh"
Tan Seng Giaw,@Senggiaw,2020-08-18T13:49:03.000Z,"US Covid-19: more than 5.4 million and over 170,000 deaths. Covid-19 is the third cause of death in the country. The first is heart disease and the second cancer. 
     So far, Malaysia controls the pandemic."
COVIDBot,@COVID19_bot,2020-08-18T12:45:03.000Z,"Total COVID-19 tests performed in Malaysia: 937,645. 9,219 cases, of those 7 today; 125 deaths, of those 0 today."
"Ocean Eris
#Theanılar3287",@oceanerismy,2020-08-18T12:20:19.000Z,"[UPDATE]

All parcels under the malaysia post, flexi prepaid will be temporarily delayed due to the dumping of parcels and the covid-19 situation that occurred."
Barry Chan Kong Heng,@barrychan889,2020-08-18T10:16:24.000Z,"Latest Status COVID-19 of Malaysia on August 18, 2020

Total Active Cases: 192 (New Cases: 7)

Total ICU Cases: 8 (Intubated: 2)

Total Recovered Cases: 8902 (New Recovered Cases: 26)

Total Deaths: 125 (New Deaths: 0)

Total Confirmed Cases: 9219"
Oh Twenty20 Media,@Oht20media,2020-08-18T09:53:36.000Z,"UPDATES : MALAYSIA

       Total         18 Aug  17 Aug  16 Aug

Cases     9,219     7           12         25

Recover 8,902     26         17         28

Death       125      0           0           0

#COVID19Malaysia   
#CoronaVirusUpdate 
#COVID19updates
#Covid_19"
TheMalaysianInsight,@msianinsight,2020-08-18T09:46:15.000Z,"JUST IN: Malaysia's #Covid_19 death toll remains at 125.
* 26 discharged, total now is 8,902
* 7 new cases, total now is 9,219
* 192 active cases
* 8 in ICU, 2 on ventilators"
nyam,@nyamcattt,2020-08-18T05:56:34.000Z,i am panicking bc a more infectious strain of covid (the ones commonly found in NA and EU) reached malaysia and my mom still has not gone back to vietnam yet. my anxiety is shooting through the roof tonight and i've only slept 4hr last night so i can't lose sleep again tonight!!!
BRAD SMITH,@BRADSMI45009817,2020-08-18T05:52:53.000Z,"COVID-19 Pandemic
New Coronavirus Strain 'D614G' Detected in Malaysia, Said To Be 'Ten Times' Deadlier"
Ajay Kumar Sharma,@ajaykrsharma038,2020-08-18T05:36:38.000Z,"A mutation of COVID-19 found in Malaysia is the predominant strain found in Europe and US. INDIA SHLD NOT ALLOW ANY TRADE TILL DECLARE PREDOMINANT FREE FROM VIRUS 
@sardesairajdeep
 @ETNOWlive
 @IndianExpress
 @BDUTT
 @UNESCO
 @WHO
 @bbchealth
 @IMAIndiaOrg
 @bbcdoctorwho
 @RahulGandhi"
Sarfraz Abbasi,@SarfrazAAbbasi,2020-08-18T04:57:24.000Z,"Malaysian health authorities have identified that a new strain of the deadly COVID-19 virus, named D614G, is 10 times more infectious than previous strains, Deputy General of Health for Malaysia Noor Hisham Abdullah said in a Facebook post Saturday."
COVIDBot,@COVID19_bot,2020-08-18T04:55:03.000Z,"Total COVID-19 tests performed in Malaysia: 937,645. 9,212 cases, of those 0 today; 125 deaths, of those 0 today."
Faisal Caesar,@faisalyorker1,2020-08-18T04:40:29.000Z,"A mutated strain of COVID (D614G) in India, Malaysia and South-East Asia is 10-times more infectious.

But this strain has been around the corner for months according to the virologists and no specific activities of their lethal effects have not been reported."
Elephant in the room,@LetsKeepMoving2,2020-08-18T04:11:08.000Z,"Judith Collins  
It’s deeply concerning that the Government still can’t tell us how this new COVID-19 outbreak got through the border
Just like why theres no cure for cancer
What happened to Malaysia flight 370?
Wheres LochNessie?
What happened to Madeline Mclean
But Judith knows"
The_Soviet_Sniper_007,@0001_johnson,2020-08-18T03:48:41.000Z,"Malaysia detects D614G new coronavirus strain, which is 10 times more dangerous than previous Covid-19, God bless earth, God bless all living beings 
@DrSahil57244311
  #ChinaVirus #ChinaLiedPeopleDied #land_mafia_china"
"Faheem Younus, MD",@FaheemYounus,2020-08-18T03:42:10.000Z,"Myth: “A mutated strain of COVID (D614G) in India/Malaysia and SE Asia is 10-times more infectious”

False alarm! No scientific reason to be afraid. This strain has circulated for months, in many countries and is NOT more infectious/lethal

Just another sensational headline. #smh"
Tom Yam Tapir,@notorioustapir,2020-08-18T03:05:54.000Z,"feeling a little sad that I couldn't say goodbye to 2 friends who had to return home away from Malaysia because of covid 19, and now i couldn't physically be at my baby girl's wedding too because of covid. 2020 did us dirty"
Lorraine,@Lorrain60114727,2020-08-18T02:50:20.000Z,Malaysia set to see resurgence in infections with premature border re-opening with Singapore which continued to experience uncontrolled COVID-19 infections
Priyanka,@MsPMTripathi,2020-08-18T02:01:04.000Z,"A new mutant strain of COVID 19 , more easily spread and more infectious found in Malaysia. #covidalert
 #corona #covid #coronavirus #coronaupdate #covidupdate"
ᵃⁱˢʸᵃ,@luvsmincho,2020-08-18T01:55:26.000Z,"theres mutation in covid-19 virus in malaysia. so,,,,,,, 2020 is really that bitch huh"
