UserName,Handle,Timestamp,Text
Barry Chan Kong Heng,@barrychan889,2020-07-24T14:36:53.000Z,"Latest Status COVID-19 of Malaysia on July 24, 2020

Total Active Cases: 161 (New Cases: 21)

Total ICU Cases: 5 (Intubated: 2)

Total Recovered Cases: 8577 (New Recovered Cases: 3)

Total Deaths: 123 (New Deaths: 0)

Total Confirmed Cases: 8861"
Shafika Farahin Razali,@pikanewsMPB,2020-07-24T14:14:38.000Z,"A majority of us, after enduring so much during the MCO are pretty much worried about the rising number of Covid-19 cases in malaysia.The uncertainty of our financial well-being, the well-being of people we love.But those disobeying quarantine, they don’t think poo (milder word)"
Jane Osaka,@janeosaka,2020-07-24T13:02:06.000Z,"Stuck in the airport for 4.5 hours, no social distancing enforced, and Malaysia still wonders why COVID-19 cases are rising....."
Netaji,@MalaysianVoice,2020-07-24T12:05:04.000Z,"Two type of people you should avoid in current life: 
1. Vai P**** irukunu video senji podurevange 
2. Social Media irukunu mathevene pathi Status poderevenge 

#malaysia #SocialDistancing #sugupavithra #sugu #influencer #Covid_19 #AlJazeera #kerajaanprihatin #facebook #artists"
fez,@MrFaizAhmad,2020-07-24T11:16:49.000Z,"So Covid cases in Malaysia have been on the upward trend lately and I can’t even begin to stress how my anxiety has been spiking 
 every day from the daily announcements"
DaytoDay,@Dayanott,2020-07-24T10:34:36.000Z,Stop bagi orang masuk Malaysia sekejap please since mostly new covid clusters started from import cases...
The Edge Malaysia,@theedgemalaysia,2020-07-24T10:07:05.000Z,"Flash: Malaysia’s new Covid-19 cases jump to 21, three new clusters emerge"
Andrew Ong,@andrew_ongkh,2020-07-24T10:06:13.000Z,"21 new cases today. The last time we saw more than 20 cases was June 20. 

We've rolled back all our success in handling Covid-19 by more than a month. 

Thank you Malaysia. 

#BersyukurMalaysiaMasihAman"
TheMalaysianInsight,@msianinsight,2020-07-24T09:39:04.000Z,"JUST IN: Malaysia's #Covid_19 death toll remains at 123.
* 3 discharged, total now is 8,577
* 21 new cases, total now 8,861
* 161 active cases
* 5 in ICU, 2 on ventilators"
COVIDBot,@COVID19_bot,2020-07-24T09:15:04.000Z,"Total COVID-19 tests performed in Malaysia: 659,632. 8,840 cases, of those 0 today; 123 deaths, of those 0 today."
Steven Battelle,@StevenJBattelle,2020-07-24T07:54:19.000Z,"cc 
@BorisJohnson
 @michaelgove
 @DominicRaab
 etc  STOP CALLING UK WORLD BEATING unless you mean at dying

UK Covid deaths 45,300

Germany 9,086

Sweden 5,619

Poland 1,624

Japan 985

Denmark 611

S Korea 296  

Greece 194

Malaysia 123

Australia 118"
Don 'unintentionally tweeting' Coyote,@MaisonGladys,2020-07-24T07:26:32.000Z,"What have we seen duirng this Covid outbreak Helen Whately? 

Johnson-Cummings' idea of world-beating

UK Covid deaths 45,300

Germany 9,086

Sweden 5,619

Poland 1,624

Japan 985

Denmark 611

S Korea 296  

Greece 194

Malaysia 123

Australia 118

#r4today [FT 20.07.20]"
Ceddy,@CeddyOrNot,2020-07-23T15:49:40.000Z,"Remember when I said Malaysia is already on recovery mode? Well just today we have 9 new COVID cases and our government then said that starting August 1, wearing face masks in public is MANDATORY and I am so happy to hear this!!

We should not get comfortable. It's not over yet."
Barry Chan Kong Heng,@barrychan889,2020-07-23T14:02:42.000Z,"Latest Status COVID-19 of Malaysia on July 23, 2020

Total Active Cases: 143 (New Cases: 9)

Total ICU Cases: 5 (Intubated: 2)

Total Recovered Cases: 8574 (New Recovered Cases: 8)

Total Deaths: 123 (New Deaths: 0)

Total Confirmed Cases: 8840"
Javeen Sanghvi,@JaveenSanghvi,2020-07-23T12:23:04.000Z,"Rest of Malaysia: Unemployment, flood, Covid-19, price hike, climate crisis, economy crisis and more.

Government: All filming requires FINAS licence, even for personal social media."
B-Rabbit,@AbuFaizie,2020-07-23T11:50:06.000Z,Malaysia is fck up rn with finas mf shit and covid number start to rise a bit
The Edge Malaysia,@theedgemalaysia,2020-07-23T09:35:04.000Z,"Flash: Covid-19: Malaysia’s new cases drop to nine today, with five involving locals"
TheMalaysianInsight,@msianinsight,2020-07-23T09:19:51.000Z,"JUST IN: Malaysia's #Covid_19 death toll remains at 123.
* 8 discharged, total now is 8,574
* 9 new cases, total now is 8,840
* 143 active cases
* 5 in ICU, 2 on ventilators"
Oh Twenty20 Media,@Oht20media,2020-07-23T09:18:08.000Z,"UPDATES : MALAYSIA

       Total         23 July  22 July  21 July

Cases     8,840       9         16         15

Recover 8,574       8           4           2

Death       123       0           0           0 

#COVID19Malaysia   
#CoronaVirusUpdate 
#COVID19updates
#Covid_19"
Oh Twenty20 Media,@Oht20media,2020-07-23T09:17:18.000Z,"Malaysia #COVID19 daily Cases :

23 July    9
22 July  16
21 July  15
20 July  21
19 July  15
18 July    9
17 July  18
16 July    3
15 July    5
14 July    4
13 July    7
12 July  14
Total Cases: 8,840

#COVID19malaysia
#Covid_19"
Cappu (✿ ♡‿♡),@syflvsj,2020-07-23T08:44:36.000Z,Yes malaysia is good in handling covid but it doesn't mean our politicians is good in everything
Daud Vicary Abdullah,@DavidVicary,2020-07-23T05:28:56.000Z,Today’s Global Covid 19 Index ranking 180 countries on response and readiness 1 being the best #7 Malaysia #37 Singapore #127 USA #154 U.K. Are you doing anything Trump and Johnson?
Shanker,@sshanker985,2020-07-23T04:33:18.000Z,First CoVid now NoVid? Malaysia stop taking steps backwards please you’re leaving behind the youth.
